,Year,GP,Driver,Team,Points
86,1951,3,David Murray,Maserati,0.0
87,1951,3,Louis Chiron,Talbot-Lago,0.0
88,1951,3,John James,Maserati,0.0
89,1951,4,Alberto Ascari,Ferrari,8.0
90,1951,4,Juan Fangio,Alfa Romeo,7.0
91,1951,4,José Froilán González,Ferrari,4.0
92,1951,4,Luigi Villoresi,Ferrari,3.0
93,1951,4,Piero Taruffi,Ferrari,2.0
94,1951,4,Rudi Fischer,Ferrari,0.0
95,1951,4,Robert Manzon,Simca,0.0
96,1951,4,Louis Rosier,Talbot-Lago,0.0
97,1951,4,Pierre Levegh,Talbot-Lago,0.0
98,1951,4,Jacques Swaters,Talbot-Lago,0.0
99,1951,4,Johnny Claes,Talbot-Lago,0.0
100,1951,4,Yves Cabantous,Talbot-Lago,0.0
101,1951,4,Maurice Trintignant,Simca,0.0
102,1951,4,Felice Bonetto,Alfa Romeo,0.0
103,1951,4,Duncan Hamilton,Talbot-Lago,0.0
104,1951,4,Paul Pietsch,Alfa Romeo,0.0
105,1951,4,André Simon,Simca,0.0
106,1951,4,Nino Farina,Alfa Romeo,0.0
107,1951,4,Philippe Étancelin,Talbot-Lago,0.0
108,1951,4,Louis Chiron,Talbot-Lago,0.0
109,1951,4,Toni Branca,Maserati,0.0
110,1951,4,Toulo de Graffenried,Maserati,0.0
111,1951,5,Alberto Ascari,Ferrari,8.0
112,1951,5,José Froilán González,Ferrari,6.0
113,1951,5,Felice Bonetto,Alfa Romeo,2.0
114,1951,5,Nino Farina,Alfa Romeo,3.0
115,1951,5,Luigi Villoresi,Ferrari,3.0
116,1951,5,Piero Taruffi,Ferrari,2.0
117,1951,5,André Simon,Simca,0.0
118,1951,5,Louis Rosier,Talbot-Lago,0.0
119,1951,5,Yves Cabantous,Talbot-Lago,0.0
120,1951,5,Franco Rol,OSCA,0.0
121,1951,5,Juan Fangio,Alfa Romeo,0.0
122,1951,5,Maurice Trintignant,Simca,0.0
123,1951,5,Robert Manzon,Simca,0.0
124,1951,5,Louis Chiron,Talbot-Lago,0.0
125,1951,5,Pierre Levegh,Talbot-Lago,0.0
126,1951,5,Jacques Swaters,Talbot-Lago,0.0
127,1951,5,Nino Farina,Alfa Romeo,0.0
128,1951,5,Johnny Claes,Talbot-Lago,0.0
129,1951,5,Toulo de Graffenried,Alfa Romeo,0.0
130,1951,5,Peter Whitehead,Ferrari,0.0
131,1951,5,Chico Landi,Ferrari,0.0
132,1951,5,Reg Parnell,BRM,0.0
133,1951,5,Ken Richardson,BRM,0.0
134,1951,6,Juan Fangio,Alfa Romeo,9.0
135,1951,6,José Froilán González,Ferrari,6.0
136,1951,6,Nino Farina,Alfa Romeo,4.0
137,1951,6,Alberto Ascari,Ferrari,3.0
138,1951,6,Felice Bonetto,Alfa Romeo,2.0
139,1951,6,Toulo de Graffenried,Alfa Romeo,0.0
140,1951,6,Louis Rosier,Talbot-Lago,0.0
141,1951,6,Philippe Étancelin,Talbot-Lago,0.0
142,1951,6,Robert Manzon,Simca,0.0
143,1951,6,Paco Godia,Maserati,0.0
144,1951,6,Luigi Villoresi,Ferrari,0.0
145,1951,6,André Simon,Simca,0.0
146,1951,6,Johnny Claes,Talbot-Lago,0.0
147,1951,6,Piero Taruffi,Ferrari,0.0
148,1951,6,Maurice Trintignant,Simca,0.0
149,1951,6,Georges Grignard,Talbot-Lago,0.0
150,1951,6,Yves Cabantous,Talbot-Lago,0.0
151,1951,6,Louis Chiron,Talbot-Lago,0.0
152,1951,6,Prince Bira,Maserati,0.0
153,1951,6,Juan Jover,Maserati,0.0
