,Year,GP,Driver,Team,Points
247,2003,12,Fernando Alonso,Renault,1.0
248,2003,12,Nick Heidfeld,Sauber,0.0
249,2003,12,Giancarlo Fisichella,Jordan,0.0
250,2003,12,Zsolt Baumgartner,Jordan,0.0
251,2003,12,Nicolas Kiesa,Minardi,0.0
252,2003,12,Heinz-Harald Frentzen,Sauber,0.0
253,2003,12,David Coulthard,McLaren,0.0
254,2003,12,Olivier Panis,Toyota,0.0
255,2003,12,Jos Verstappen,Minardi,0.0
256,2003,12,Jenson Button,BAR,0.0
257,2003,12,Cristiano da Matta,Toyota,0.0
258,2003,12,Justin Wilson,Jaguar,0.0
259,2003,12,Jarno Trulli,Renault,0.0
260,2003,13,Michael Schumacher,Ferrari,10.0
261,2003,13,Kimi Räikkönen,McLaren,8.0
262,2003,13,Heinz-Harald Frentzen,Sauber,6.0
263,2003,13,Jarno Trulli,Renault,5.0
264,2003,13,Nick Heidfeld,Sauber,4.0
265,2003,13,Juan Pablo Montoya,Williams,3.0
266,2003,13,Giancarlo Fisichella,Jordan,2.0
267,2003,13,Justin Wilson,Jaguar,1.0
268,2003,13,Cristiano da Matta,Toyota,0.0
269,2003,13,Jos Verstappen,Minardi,0.0
270,2003,13,Nicolas Kiesa,Minardi,0.0
271,2003,13,Jacques Villeneuve,BAR,0.0
272,2003,13,Ralph Firman,Jordan,0.0
273,2003,13,David Coulthard,McLaren,0.0
274,2003,13,Fernando Alonso,Renault,0.0
275,2003,13,Jenson Button,BAR,0.0
276,2003,13,Olivier Panis,Toyota,0.0
277,2003,13,Mark Webber,Jaguar,0.0
278,2003,13,Ralf Schumacher,Williams,0.0
279,2003,13,Rubens Barrichello,Ferrari,0.0
280,2003,14,Rubens Barrichello,Ferrari,10.0
281,2003,14,Kimi Räikkönen,McLaren,8.0
282,2003,14,David Coulthard,McLaren,6.0
283,2003,14,Jenson Button,BAR,5.0
284,2003,14,Jarno Trulli,Renault,4.0
285,2003,14,Takuma Sato,BAR,3.0
286,2003,14,Cristiano da Matta,Toyota,2.0
287,2003,14,Michael Schumacher,Ferrari,1.0
288,2003,14,Nick Heidfeld,Sauber,0.0
289,2003,14,Olivier Panis,Toyota,0.0
290,2003,14,Mark Webber,Jaguar,0.0
291,2003,14,Ralf Schumacher,Williams,0.0
292,2003,14,Justin Wilson,Jaguar,0.0
293,2003,14,Ralph Firman,Jordan,0.0
294,2003,14,Jos Verstappen,Minardi,0.0
295,2003,14,Nicolas Kiesa,Minardi,0.0
296,2003,14,Giancarlo Fisichella,Jordan,0.0
297,2003,14,Fernando Alonso,Renault,0.0
298,2003,14,Heinz-Harald Frentzen,Sauber,0.0
299,2003,14,Juan Pablo Montoya,Williams,0.0
